Nama,Alamat,Latitude,Longitude
Teknik Kita,JL. SOEKARNO HATTA NO. 33,-7.18139,110.42444
Ums Motor 2,JL.ADI SUCIPTO NO 23 KEL. BLUBUKAN,-7.54556,110.77556
Wk. Putra Motor,"JL.CELEP KIDUL RT.001/014,DS.DAGEN KEC.JATEN",-7.567528,110.896861
Cv Kurnia Motor,DUKUH PABRIK,-7.36494,110.63861
Sarang Motor,Jl. AW. Sumarno No. 8 Purbalingga Lor Rt. 01/03,-7.741944,110.3625
Kersana Motor,"Slamet Riyadi 80,",-6.931389,108.859167
Raya Motor,Dsn. karangsari Rt. 07/02 Ds. Kawunganten Cilacap,-7.592222,108.918056
Piramida Baru Motor,"JL.KENTENG RT.02 RW.01,NGADIROJO KIDUL",-7.814444,110.986944
Kharisma Motor,JL. SUNAN BONANG NO. 16 DUKUHWALUH,-7.41167,109.26944
Indah Jaya Motor,Jl.Kedungmundu Raya No.84,-7.018476,110.455673
Prima Motor,Jl. Sawunggalih No. 33 Kutoarjo,-7.724167,109.910556
Horizon Motor Ii,JL. KH. A. Dahlan No. 40 Rt. 01 RW. 09,-6.973611,110.067222
Kurnia Agung Ii,DS KEBUMEN KEC.SUKOREJO,-7.08472,110.03861
Bengkel Morodadi,JL. SUYUDONO NO. 182,-6.99028,110.40361
Restu Buana,JL.RAYA NO. 18 SUMPIUH RT. 02/01,-7.61333,109.36528
Menoreh Sakti Motor,Jl. Menoreh Raya No.7,-7.009167,110.394167
Cv Sanjaya Gemilang,JL. JENDERAL SUDIRMAN NO. 705,-7.42722,109.25139
Wahana Motor Ii,Jl. Bahurekso Kec.Kajen,-7.021389,109.548611
Jaya Motor,JL. ADISUCIPTO 98,-7.51556,110.74528
Hasil Karya,Jl. Tugu Timur 26 RT 03/03 Sampang Cilacap,-7.561667,109.202222
Chandra Jaya Motor,Jl Letnan Suwaji 234,-7.28,110.102222
Anugerah Motor,Jl. Gatot Subroto No.10 Bulurejo,-7.495,110.211667
Cv Sahabat Sejati,JL. JATIMULYO NO. 12,-7.0555,110.4328
Kantong Motor Ii,KP.MAGERSARI RT.02 RW II KEL.GUNUNGPATI,-7.087013,110.362039
Jati Mas Motor,TRENGGULI,-6.87417,110.69833
Motor Gemilang Cahaya,JL. ANJASMORO RAYA NO.58-A KEL.KARANGAYU,-6.97946,110.389744
Zahra,Jl. Kedung Mundu 29,-7.017079,110.454965
Taruna Motor Ii,Jl. Raya Timur Km.6,-7.400278,111.061944
Cv Birawa Jaya,JL. KEDUNGMUNDU RAYA NO. 654,-7.02457,110.46735
Grias Motor,Jl.Raya Timur Jati Barang 77,-6.968056,109.061944
Salaman Motor,Jl. Raya Salaman-Magelang,-7.580278,110.141667
Manteb Motor,Jl. Raya Gulon 9,-7.593333,110.293889
Rajawali Motor,Jl. Raya Karangrejo No. 115,-6.914444,110.608333
Dipo Jaya Sakti,Jl. Diponegoro No. 188,-7.283455,110.461475
Nirwana Motor,Jl. Raya Timur 130 Weleri,-6.971944,110.075556
Phantes,Jl. Raya Gabus-Tambakromo,-6.831667,111.054444
Tumpang Sari Motor,Jln. Kol. Sugiri Bobotsari Purbalingga,-7.310833,109.364722
Cv. Bintang Makmur Jaya Semarang,JL. SIMONGAN NO. 44,-6.99415,110.39841
Kondang Pratama Motor,"Jl. Raya Blabak, Mungkid",-7.555,110.253333
Merdeka Motor,JL. RAYA KERTEK-WONOSOBO 86 JAMBURSARI,-7.38806,109.96222
Idola Motor,JL. NGADIREJO - PARAKAN PETIRREJO NGADIREJO,-7.39472,110.10306
Panca Putra,Jl. Pratomo No. 1 Komplek SPBU Winong,-6.7329,111.009342
Shinta Motor,JL. ACHMAD YANI 587,-7.4625,109.431944
Andalan Jaya Motor,Kyai Sirait Grabag,-7.552778,110.252778
Mitra Sejati,Jl. Argandaru No. 7 Bukateja,-7.432778,109.433056
Jawa Motor,JL RAYA KEBUMEN NO.45 LUNDONG,-7.71944,109.74278
Lancar Manis,Raya Jeruk Legi,-7.623333,109.019722
Koko Motor,A. Yani 99 Rt. 07 Rw. 03 Desa Bugel,-7.021111,110.763889
Adisena Motor,jl. Mawar No. 34 Bedodo Blimbing,-7.591944,110.743611
Satria Motor,Gerilya 575,-7.440833,109.24
Cv Timbul Agung,DUSUN SAWAHAN,-7.61417,110.78222
Cv Ngudi Luhur,JL. KYAI MOJO NO. 43B,-7.58667,110.83444
Tsumma Jaya,Raya Barat Margasari 9,-7.093333,109.0175
Simongan Jaya,"Simongan Kav 26,195 A",-7.003056,110.393056
Jatayu Motor,DK Palur Rt. 03 Rw. 22 DS. Palur,-7.566667,110.868333
Obe Motor,Tonjong Timur 3,-7.184167,109.021389
Sri Wibowo Ii,JL.LAUT 876 RT 02/08 ADIPALA,-7.654586,109.117641
Ud Citra Family,JL. LETJEND. S. PARMAN NO.7 A PARAKANCANGGAH,-7.39222,109.71278
Bintang Motor,Jl. Jend A. Yani 537 Rt. 14/4 Kroya,-7.631389,109.248889
Aswaja Motor,Jl. Raya mandiraja no. 131 A,-7.4525,109.519722
Cv. Abadi,JL.RAYA KUNDURAN NO.23A,-7.05028,111.24444
Pandawa Motor,DS DAYEUHLUHUR RT 01/03 DAYEUHLUHUR CILACAP,-7.257053,108.608455
Kharisma Jaya,Jumapolo RT 02/01,-7.704444,111.004444
Abimayu Motor,Raya Patimuan 01/06,-7.624722,108.752778
Sinar Mulya,Karangrejo 94-96,-7.029722,110.411944
Cv Karya Manunggal Mandiri,JL. RAYA PAMOTAN NO. 7,-6.76139,111.48944
Sumber Langgan,Raya Patikraja,-7.487778,109.2225
Indo Tama,Ds. Pekalongan Rt. 01 Rw. 05,-6.812222,111.1025
Star Jaya,Ds. Cilongok Rt. 01/04 Cilongok Banyumas,-7.400833,109.130833
Kinoki Motorindo,"Dk. Margorejo, Ds. Puro",-7.448611,111.023333
PT. Armada Tunas Jaya,JL. REVOLUSI NO. 44 KEBUMEN,-7.63056,109.56917
Cv Laretigo,JL. JENDERAL SUDIRMAN,-6.94526,108.97944
Berkah Motor,JL. LETJEND S. PARMAN NO. 65,-7.405,109.375
Indrajaya Motor,Jl Sokarno Hatta 173 Rt 3/04,-7.664722,109.465
Marabunta,Jl. Kyai Muntang 31 Rt. 07/02 Wonosobo Timur,-7.367778,109.903611
Dora Motor,Raya Purwodadi-Purworejo,-7.796944,110.001111
Serayu Jaya Motor,Kaliori rt.02/05,-7.5075,109.296111
Sentral Motor,KALIBENING RT. 02/03 KALIBENING BANJARNEGARA,-7.22111,109.63917
Gloria Motor Ii,Raya Petarukan 111,-6.895,109.455556
Ss Motor,Raya Blado,-7.068333,109.833611
Wali Motor,JL. NURCAHYA NO. 63 RT. 05 RW. 08,-6.88639,110.63861
Rantau Indah Motor,DESA BOLOAGUNG RT.01/01,-6.86111,111.00194
Cv Kalioso Motor,JL. SOLO - PURWODADI KM 12 SAMBIREJO,-7.46083,110.805
Surat Motor 2,"Dsn. Bicak, Ds. Barangkal, Kec.Wedi",-7.778611,110.625
Motor Cahaya Utama,"Untung Suropati 101, Kav 17",-7.011667,110.377778
Toko Surya,Raya 11 Kel Jepon,-6.974722,111.480833
Muria Motor,"Raya Jekulo 210, RT01/09",-6.806111,110.919444
Randu Garut Motor,JL.RANDU GARUT No. 5 RT5/RWVIII,-6.975556,110.319167
Bringin Motor,"Diponegoro 150,Rt 07/01",-7.253611,110.516944
Andong Motor,Jl. Raya Kecangan Andong,-7.374167,110.761944
Kompo Motor,Desa Sumampir Rt. 05/02,-7.303056,109.517222
Akmal Jaya Motor,Jl. P. Diponegoro No. 87 Rt. 01 Rw. 04 Purwodadi,-7.107222,110.911944
Bagus Motor 2,Desa Subah Rt 03/Rw 04,-6.970833,109.873611
Karya Mandiri,"Ngulu Wetan, Rt 01/03",-8.053889,110.809167
Cv. Bina Putra,JL. KUDUS-PURWODADI KM 7,-6.86972,110.82194
PT. Putragung Berkat Indah,Jl.Rongolawe 49,-7.193056,111.395
Tangguh Motor,Jl. Mayjend Sungkono km. 5,-7.431667,109.334444
Agung Utomo Motor,Jl.Pemandian Pengging Ds.Dukuh,-7.552222,110.674722
Kusuma Motor,Jl. Honggokusuman No. 52,-7.123889,111.126389
Setiawan Motor,Ds. Tunjung Rt. 02/02 Jatilawang Banyumas,-7.533333,109.114444
Wali Motor 4,JL.WOLTER MONGINSIDI NO.59 RT 2 RW 2,-6.958533,110.479352
Cv Panca Putra,JL.RAYA PATI-TAYU KM.8 DS. WEDARIJAKSA RT.06 RW.II,-6.67833,111.07222
Mandiri Jaya Abadi,Ds. Tayu Wetan RT.07/RW.01,-6.539444,111.049167
Cv. Saudara Dua,"JL. LINGKAR MONDOTEKO, KEL.MONDOTEKO, KEC.REMBANG",-6.73194,111.345
Ganesha Putra Motor,Jl. Raya Gandrungmangu,-7.493056,108.820833
Cv Laretigo,JL. RAYA LARANGAN,-7.00556,108.94694
Cv Bpk,JL. LETJEND SUTOYO NO 8 RT 005,-7.55111,110.82982
Hardi Bagus Motor,"Jl. Samanhudi , SD Trayeman",-6.963333,109.133611
Agista Motor,Jl. Sawah Gede RT 02 RW 03,-7.159722,108.806667
Cv. Pramudhita Manggala Stone,"Jl Margoyoso Pati,",-6.610278,111.065
Blok M,Jl Jepara-Bangsri KM 09 Desa Jambu,-6.529167,110.700833
Daya Motor,JL. RAYA TEMANGGUNG NO. 163,-7.39139,110.24639
Gloria Motor,JL. JEND. SUDIRMAN NO. 15 RT. 01 RW. 04,-6.890833,109.391944
PT. Armada Tunasjaya,JL. PROF. DR. HR. BUNYAMIN RT. 01/04 PABUARAN,-7.83889,110.39139
Elang Sakti Motor,JL. MAGELANG - YOGYAKARTA KM.7 RANDUGUNTING,-7.542222,110.236667
Agung Kusuma,KELURAHAN SRAGI KEC.SRAGI KAB.PEKALONGAN,-6.933333,109.564167
Sumber Purnama Sakti,JL. RAYA SUDAGARAN RT 003/001,-7.51739,109.294056
Galuh Motor,RUKO PRAKASA INDAH RT 005 RW 002,-7.6325,110.6025
Shinta Abadi Motor,JL RAYA PURWONEGORO RT 03/04,-7.4397,109.551174
Adi Motor,JL. PEMUDA 89,-6.921809,110.196908
Cv Kembangan Sakti,JL. RATU KALINYAMAT KRAPYAK RT 01/02,-6.61412,110.66475
Cv Anugerah Jaya Motor,JL. GATOT SUBROTO NO. 231,-7.70371,109.02307
Bintang Motor Ii,JL. MERDEKA 216 RT 02/01,-7.668586,109.266521
Grida Motor,JL. FATMAWATI NO.85 RT.2/3,-7.016678,110.471851
Wahana Mulya Santosa,JL. RAYA AJIBARANG NO. 33 RT 01/07,-7.405213,109.085431
Adiaz Motor,"JL. RAYA MAGELANG - PURWEREJO KM 10,6",-7.546518,110.163632
Mitra Rasa,"JL. LETTU SUGIARNO KM 1,9",-7.59201,110.270634
Wali Motor 2,JL. GANESHA 721 RT 4 RW 6,-6.812519,110.82597
Mandiri Motor,JL JENDRAL SUDIRMAN 130 RT 02/04,-7.423551,109.218669
Mitra Utama,JL. PALA 19 NO 15 RT 01/12,-6.873428,109.15368
Koko Motor 2,RT 04 RW 03,-7.022591,110.692274
H S O Cabang Semarang,JL. RAYA KARANGLO NO.8,-7.022591,110.692274
Winarto Motor,SAMPANGAN JL.SALAK NO.89,-6.885789,109.675206
Jaya Abadi Motor,JL. RAYA SURADADI RT 03 RW 01,-6.874041,109.269764
Mendolo Motor,JL. MAYJEND BAMBANG SUGENG MENDOLO RT 001/001,-7.36799,109.924285
Mega Berlian,"PANTIREJO RT.02,KEL.GABUGAN,KEC.TANON",-7.397579,110.828765
Karunia Motor 2,JL.AMPERA 63 RT.01/02 SUDAGARAN,-7.29103,108.48339
By Pass Motor 5,SUROBAYAN RT 002/001 KEL.GEDAREN KEC.JATINOM,-7.62801,110.594496
Ud Dian Motor,"JL.PEMUDA NO.278 PATI KEL.KALIDORO,PATI",-6.753946,111.048608
Persada Motor,"JL.RAYA KESESI - KAJEN, DS.KESESI",-7.014606,109.503564
Aw Motor,JL. STADION SELATAN NO.202 KEL. KARANG KIDUL,-6.990478,110.43133
Rahardjo Motor,JL. ADI SUMARMO 235 RT.002/002 KEL. BANYUANYAR,-7.538679,110.804459
Anugrah Mulia,"SIRAJUDIN NO.11 KEL.TEMBALANG, KEC.TEMBALANG",-7.056469,110.435648
Sukses Jaya,Jl. Jend. A. Yani 47 RT.03/01 Tambakreja,-7.73369,109.007173
Handayani Motor 2,JL.KOLONEL HADIYANTO NO.2,-7.044561,110.390778
Cv Anugerah Motor,JL KIMANGUN SARKORO,-6.889807,109.698613
Wahyu Buana,JL SONGGOLANGIT-GENTAN RT.06 RW.13,-7.584883,110.784646
Cv Anugerah Utama,JL.JEND SUDIRMAN 140,-7.390071,109.363404
Cv Anugerahutama,JL RAYA WALIK KM.5 KUTASARI,-7.357335,109.329418
Cv Cipta Jaya Pratama Pati,"JL RAYA PATI TAYU KM.2, KEL.TAMBAHARJO, KEC.PATI",-6.72094,111.053467
Kanggotan Motor,Jl. Kanggotan 18,-7.565278,110.835278
Inti Motor,Jl. A. Yani 31,-7.471111,110.2175
Cv. 54 Motor,JL.HAYAM WURUK 90,-6.893611,109.666944
Ud. Agung Motor,Jl.Pemuda 54,-7.141111,111.593611
Cv Jaya Abadi,Jl. Karangsaru 21,-6.980516,110.430996
Karya Tunggal Motor,Jl. Kabupaten No. 49,-7.814722,110.924444
Judha Motor,JL. MAYJEND SUTOYO NO. 49,-7.71972,110.00056
Sukses Motor,Jl. P. Diponegoro 32,-7.291944,110.164167
Servis Honda Bima,Jl. Merbabu No.36,-7.707778,110.595833
Kranggan Aji Motor,JL. RAYA BATANG - KENDAL,-6.92111,110.18861
Horizon Motor,Jl. Raya Utara No. 238,-6.971944,110.066944
Agung Motor,Jl. Veteran No. 3,-6.58953,110.664722
Erisa Motor,Jl.Panjaitan 31,-7.398056,109.691944
Taruna Adhi Motor,Jl. Moh Yamin No. 16,-7.5775,110.820556
Taruna Motor,Jl.Jawa No.1,-7.425,111.029444
Toko Mekar Kurnia Kompo,JL. JEND SUDIRMAN NO. 19 PURBALINGGA KULON,-7.38861,109.35611
Toko Aneka Motor,JL. RAYA JUWANA - REMBANG KM 1,-6.71861,111.15222
Cv Indah Motor,JL. P DIPONEGORO NO.177 KUTOARJO,-7.72306,109.9075
Setiawan Motor,Jl. Raya Utara Wangon 104 Rt. 01/03 Wangon,-7.517778,109.060556
Taruna Motor,"JL.YOS SUDARSO NO.185,RT 003 RW 006",-7.578056,110.821667
Hosana Motor,Jl. MT. Haryono 52,-7.316111,110.173611
Taruna Jaya Motor,Jl. Lawu Timur 161 - Karanganyar,-7.59992,110.961389
Cv Spectra Jaya Niaga,JL. P. DIPONEGORO NO. 48 RT/RW 003/015,-6.86889,109.03194
Rachmat Motor,JL. DR. SUTOMO NO. 1,-6.96583,111.41306
Cv Sinar Asaku Sukses,JL. JENDRAL SUDIRMAN NO. 33,-7.25056,110.41639
Sragen Honda Servis,"DK MUNGKUNG,KEL.JETAK,KEC.SIDOHARJO",-7.433611,110.993056
Langgan Jaya Motor,Jl. Raya Banjaran Selatan No. 25,-6.958056,109.138333
Chandra Motor,Jl. Yos Sudarso 227 Gombong Kebumen,-7.608889,109.515
By Pass Motor 2,JL.PANDANARAN NO.213,-7.52833,110.60139
Agung Motor Dua Jepara,Jl. Shima Km 2,-6.587222,110.676667
PT. Naga Mas Mitra Sejati,Jl. Diponegoro 2,-6.868333,109.136389
Motor Cahaya Sakti,Jl. Tlogosari Raya No. 12,-6.988889,110.458333
By Pass Motor 3,"KIOS SRI MULYO NO.14,PRAMBANAN",-7.75504,110.50184
Brahma Motor,Jl. Sukun Raya No.55,-7.066389,110.418056
Surya Cipta Pratama,JL. DR. CIPTO NO. 82,-6.9825,110.43544
Sumber Jaya Sakti Motor,Jl. Pandanaran No. 21,-7.538333,110.608333
Kartika Motor Ii,JL. JEND SUDIRMAN 185 A,-7.33972,110.50861
Taruna Star Motor,"JL.KOL.SUTARTO NO.122,RT 001 RW 026",-7.557336,110.847331
Motor Cahaya Abadi,Jl. Kaligarang Raya No. 54,-6.996111,110.403056
PT. Armada Tunas Jaya,JL. A. YANI NO. 244-246 ARMADA ESTATE,-7.45111,110.22389
Bintang Sakti,Jl. Hasanudin Raya No. 496 A,-6.966667,110.411389
Anugrah Jaya,JL. MR. Sutan Syahrir Km 5/266,-6.956111,110.465833
Toko Menajaya Motor,JAGALAN,-6.97778,110.42722
Karya Mulia,"Jl.RM Said, Singodutan",-7.796944,110.906667
Maju Jaya Motor,JL. JENDERAL ACHMAD YANI NO. 48,-7.33417,110.50222
By Pass Motor 4,"JL.RAYA SOLO-YOGYA NO.185,KEL.SABRANG,KEC.DELANGGU",-7.62376,110.69746
Timbul Jaya Motor,JL.KP TENDEAN NO.196 RT 001 RW 015,-7.541667,110.820278
Sumber,Jl. Raya Sukowati 111,-7.42974,111.008056
Mandala Motor,JL. KH AGUS SALIM NO 224,-6.817778,110.840833
Krida Jaya Motor,JL.LAWU BARAT NO.567 TEGALARUM RT.002 RW.013,-7.590278,110.929444
Buana Sari Motor Ii,JL.SLAMET RIYADI NO 53,-7.553611,110.739722
Gawerejo Motor,Jl. Rm Said No. 200,-7.5575,110.813333
Galuh Motor,"JL.BANDARA ADISUMARMO 91,COLOMADU",-7.529494,110.748037
Jawa Motor,Jl. A Yani 350,-7.7125,110.016944
Ratu Motor,Jl. A Yani No. 30 Purwosari,-6.904722,109.533611
Ud. Ajima Motor,BANGSRI 01/13,-6.52556,110.76028
Cv. Cipta Jaya Rembang,JL. RAYA TANJUNGAN - KRAGAN,-6.70936,111.63414
Toko Bintang Motor,Pasar Porda Juwana Kios No 7,-6.810278,110.838056
Naga jaya,Jl. A. Yani 28 A,-7.718793,110.0146
Surabaya motor,Jl. Letjen. Sukowati No. 25,-7.342943,110.509949
Cv Inti Karya Niaga,Jl. Brigjend Katamso No.04,-6.856389,109.131944
Lubar motor,Jl. Kol. Sugiono No. 2,-7.7103,110.0145
Sumber jaya motor,Jl. A. Yani 28 A,-7.714437,110.013413
Tugu besi motor,Jl. Pemuda No. 67,-7.584588,110.287156
Andalan motor,Jl. A. Yani No. 20 Ruko Permai,-7.533961,110.773633
JemberÂ motor,Jl. Ruko Jember Permai No. 12,-6.745556,110.7525
Siliwangi motor,Jl. Jend Sudirman No. 129A,-6.190896,110.397386
Berkat Jaya Motor,JL. GAJAH RAYA NO.161,-6.98645,110.4482
Cv.jaya Abadi,Jl.MT.Haryono No.399,-6.988122,110.43111
Cv Jaya Agung Motor,Jl.Yos Sudarso No.198,-7.577778,110.821667
Sayangan Motor,Jl.MT.Haryono No.28A,-7.000556,110.433056
Sidorejo Motor,"Ringin Mulyo , Danguran",-7.727778,110.586389
Cv.nagamas Surya Abadi,Jl.Pemuda No.66,-7.706508,110.59916
Toko Garuda Motor,Jl. Kratonan No.104,-7.577222,110.822222
Setia Jaya Motor,Kios Pasar Pesayangan,-6.814444,110.844444
Abadi Jaya Motor,"Jl.Jend.Sudirman , Makutoromo 21B",-7.255278,110.408889
Central Jaya Motor,Jl.MT.Haryono No.644,-7.000278,110.399444
Laksana Baru Motor,Jl.R.Suprapto No.112,-7.088056,110.914444
Hasil Perkasa Motor,Jl.Gajah Mada Ruko Pentungan No.5,-6.699444,111.321944
Indraprasta Motor,Jl.Indraprasta No.88,-6.978056,110.406667
Irvan Motor,Jl.Moh.Yamin No.2 A,-7.340556,110.494722
Taruna motor,Jl. Raya No. 641 Wiradesa,-6.891655,109.620591
Teguh bima motor,Jl. Cipto Mangunkusumo No. 171-173,-6.74762,111.028045
Toko Sami Aji,Jl.Tentara Pelajar Gedanganak,-7.008889,110.436389
Toko Olie Kurnia Alam,Jl. Tanjunghanom No.76,-7.585,110.819444
Mahkota Motor,Jl Johar No 93 Kel Wergu Wetan,-6.811111,110.846944
Seiabudi Motor,Ruko Setiabudo Kav 9-10 Banyumanik,-7.048611,110.419444
Nina Motor,Tahunan RT 01 RW 05 Desa Tuhunan,-6.589444,110.672222
Ud Kualitas Motor,Desa Karangbener RT 03 RW 04,-6.786667,110.88
Resh Motor,Karanggede-Gemolong KM 1 Kebonan,-7.361389,110.643889
Mataram mitra sentosa,Jl. MT Haryono No. 291,-6.978372,110.431153
Nusa indah,Jl. Jend. Sudirman No. 73,-6.980451,110.399191
Planet Motor,JL. LetJend Sukowati 47B,-7.331248,110.50209
Rahayu Motor,Jl. Kapten Patimura 403,-7.42018,109.19762
Sido Rejo Motor,Jl. Pandanaran Km.1,-7.728625,110.586909
Toko Sumber Wijaya,Jl.Gatot Subroto No.53,-6.974265,111.407275
Nusantara sakti,Jl. RE Martadinata 718,-7.7331,109.00385
Taruna Motor~,Jl. Raya 18,-7.402551,109.136312
Aneka Motor,Jl. Soegiyopranoto 44,-6.983023,110.405198
Anugrah Motor,Jl. Koprol Sayom No. 29,-7.703469,110.611651
Micheel motor,Jl. Jend. Sudirman 151 Babadan,-7.168188,110.414152
Soember kencana motor,Jl. DR Susanto No. 54 B,-6.746241,111.041567
Wr Jaya Motor,Jl. Merbabu 100,-7.531286,110.591669
Sukses Makmur Motor,Jl. Raya Banyumanik,-7.064375,110.412875
Tunggal Jaya,Jl. Tamtama 69,-6.976676,110.07198
Bengkel Syakura,Jl. Raya Karanganyar Gg Syeh,-6.96628,109.053321
Boby Motor,Jl Cempaka 13,-7.707752,110.600317
Trijaya Motor,Jl. Krekesan Ponggol II Grabag,-7.370784,110.323871
Eko jaya motor,Jl.Raya Wiradesa 454,-6.890956,109.622546
Sumber jaya motor,Jl. Depok 55,-6.977664,110.416921
Ud inti motor,Jl. Adi Sucipto 58 Solo,-7.537977,110.759236
Toko Bendo Gantungan,Jl. Dr. Suradji Tirtonegoro No. 57,-7.716944,110.585278
Maju Motor,Jl. Gembong Utara 48,-6.929797,109.727821
Central Motor,"Tambak Boyo RT 03/I no, 10",-7.258353,110.418854
Kirana motor,Jl. Mayjend Bambang Soegeng No. 6A,-7.522437,109.225616
Kusuma Jaya Motor,Jl.Pandanaran No.305,-7.521667,110.598333
Pemuda baru,Jl. Pahlawan No. 38,-7.670556,109.658333
Ariel Speed Shop,Jl. Genuk Pedurungan No. 20 Semarang,-6.57134,110.285019
Santos Motor,Jl.Wolter Monginsidi No.10 Rt.01/01,-6.983056,110.448611
Satria Motor,Jl. Wolter Monginsidi Genuk Semarang,-6.95456,110.543234
Santos Motor,Jl. Pasar Genuk 34 Semarang,-6.952874,110.480545
Anugrah Jaya,Jl. Kaligawe Raya KM. 5 26 C Semarang,-6.572184,110.2758
Surya Mitra Sejati,Jl. DR. Cipto 82 Semarang,-6.977859,110.435378
Nitto motor,Jl. Jati Raya H 10 Banyumanik,-7.069823,110.420835
Sidoharjo motor,Jl. MT Haryono 273,-6.977774,110.431158
Nusantara Sakti,Jl. Cendrawasih 2 Semarang,-6.969195,110.430271
Rajawali Sakti Motor,Jl. Mt Haryono 605A,-6.993215,110.431992
Usaha Jaya Motor,JL. JENDRAL SUDIRMAN NO.214,-6.98167,110.39585
Cv Karunia Usaha Jaya,JL.BRIGJEND.SUDIARTO NO.260A,-6.9805,110.40075
Bina motor,Jl. Puspowarno Raya No. 5,-6.982168,110.3954
Cv Rj Motor Semarang,Jl.Jend.Sudirman No.23,-6.98099,110.39951
Setia motor,Jl. Pemuda No. 118 C,-7.103908,110.274263
Bintang Motor,JL.SIMONGAN 115 A,-6.99405,110.3984
Jadi jaya,Jl. WR. Supratman No. 47,-6.99896,110.390218
Harapan Motor,Jl. Jend Sudirman 193 Semarang,-6.98176,110.394038
Denny Motor,JL.GAJAH NO.8,-6.98589,110.44804
Cv.jaya Sukses Rejeki,JL.GAJAH RAYA NO.161 A,-6.9867,110.44809
Yoko motor,Jl. Gajah Raya No. 35,-6.991364,110.447658
Heri Jaya Motor,Jl. Petek 128 Semarang,-6.96619,110.41813
Brotojoyo Motor,Jl. Brotojoyo Timur II No. 2A. Semarang,-6.965625,110.408154
Lion Motor,RUKO BERINGIN HILLS KAV.1 JL. BERINGIN RAYA,-6.98758,110.32933
Ac milan,Jl. Pondok Ngalian Asri K-30,-6.99213,110.351553
Lion Motor,Jl. Bringin Raya No. 1 Ruko Bringin Hills Est,-6.987566,110.329339
Tika Jaya Motor,Jl. Prof. Hamka,-6.994167,110.345
Pulung Motor,Jl. Pateran Rt 37/7 Plumbon Suruh,-7.367587,110.560814
CentralÂ motor,Jl. Majapahit No. 377,-7.007778,110.467222
Kondang jaya,Jl. Tegal Kangkung No. 155A,-7.02211,110.469651
PT. Prima Niaga Sejahtera,Jl. Tlogosari Raya 16 Semarang,-6.98104,110.39775
Lancar Motor,JL. SIDOMULYO RAYA NO. 3,-6.9789,110.46177
Cv Murah,JL. BRIGJEND. SUDIARTO NO.260A,-7.00577,110.45545
Sinar Abadi Motor,Jl. Soekarno Hatta 140 Semarang,-7.018817,110.480915
Murah Lengkap,Jl.Raya Cangkiran No.8,-7.058056,110.335556
Karunia Abadi Jaya,KP. CANGKIRAN RAYA RT 02/RW 03,-7.0874,110.30909
